id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd,year,month
R000097,3/24/2020,Wartenberg,Lichtenberg,low,52.58976,13.51021,2_room,2,75,1,6,modern_1990_2010,A_plus,vorderhaus,renovierungsbedürftig,TRUE,FALSE,FALSE,Zehlendorf S,S1,294,12.12,567,267,834,7.56,FALSE,3,901,2020,3
R000098,1/22/2022,Mariendorf,Tempelhof-Schöneberg,medium,52.44282,13.4046,2_room,2,60.8,4,6,altbau_pre_1949,F,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Lipschitzallee,U7,66,8.37,587,182,769,9.66,FALSE,3,831,2022,1
R000099,5/3/2022,Britz,Neukölln,low,52.44601,13.4684,4_room,4,111.9,2,5,altbau_pre_1949,G,gartenhaus,kernsaniert,FALSE,TRUE,TRUE,Blaschkoallee,U7,13,9.94,1070,419,1489,9.56,FALSE,3,1608,2022,5
R000100,9/29/2025,Heiligensee,Reinickendorf,medium,52.62188,13.23325,1_room,1,45.9,2,6,post_war_1949_1990,D,hinterhaus,modernisiert,FALSE,TRUE,FALSE,Warschauer Straße S,Stadtbahn,233,15.27,366,175,541,7.96,FALSE,1,584,2025,9
R000101,7/14/2022,Hohenschönhausen,Lichtenberg,low,52.55848,13.48832,3_room,3,68.3,2,3,post_war_1949_1990,G,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Lichterfelde West,S1,255,8.83,442,232,673,6.47,TRUE,3,727,2022,7
R000102,3/18/2023,Rudow,Neukölln,low,52.42686,13.48451,2_room,2,56.4,3,5,modern_1990_2010,B,hinterhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Rudow,U7,2,12.3,733,242,974,12.99,TRUE,2,1052,2023,3
R000103,5/16/2020,Karow,Pankow,low,52.62157,13.48391,2_room,2,51.1,0,4,post_war_1949_1990,E,hinterhaus,modernisiert,FALSE,FALSE,TRUE,Franz-Neumann-Platz,U8,117,13.73,304,186,490,5.96,TRUE,2,530,2020,5
R000104,2/2/2021,Haselhorst,Spandau,low,52.55512,13.23912,4_room,4,112.9,1,5,modern_1990_2010,D,vorderhaus,renoviert,TRUE,TRUE,FALSE,Savignyplatz,Stadtbahn,89,10.32,699,419,1118,6.19,FALSE,3,1208,2021,2
R000105,4/12/2023,Malchow,Lichtenberg,low,52.56168,13.4673,2_room,2,44.5,3,3,altbau_pre_1949,F,gartenhaus,renoviert,FALSE,TRUE,FALSE,Spittelmarkt,U2,105,7.89,354,239,593,7.96,TRUE,3,641,2023,4
R000106,9/14/2022,Schmöckwitz,Treptow-Köpenick,medium,52.37346,13.64297,2_room,2,58.5,0,4,post_war_1949_1990,B,vorderhaus,renoviert,TRUE,FALSE,TRUE,Schlesisches Tor,U1,241,23.99,623,211,834,10.65,TRUE,3,901,2022,9
R000107,11/30/2022,Heiligensee,Reinickendorf,medium,52.62475,13.23188,1_room,1,36.5,0,3,post_war_1949_1990,C,seitenflügel,kernsaniert,FALSE,TRUE,TRUE,Rosenthaler Platz,U8,183,15.57,333,141,475,9.13,FALSE,1,513,2022,11
R000108,6/27/2024,Friedenau,Tempelhof-Schöneberg,high,52.47968,13.34281,2_room,2,80.8,1,5,post_war_1949_1990,D,seitenflügel,modernisiert,TRUE,TRUE,TRUE,Friedenau S,S1,1,4.71,1601,283,1884,19.82,TRUE,3,2035,2024,6
R000109,3/15/2022,Karlshorst,Lichtenberg,medium,52.48951,13.5227,1_room,1,28.2,3,5,new_post_2010,B,gartenhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Hermannstraße,U8,85,10.26,401,87,488,14.21,TRUE,2,527,2022,3
R000110,12/24/2025,Märkisches Viertel,Reinickendorf,low,52.59299,13.33539,4_room,4,125.1,3,6,new_post_2010,C,vorderhaus,saniert,TRUE,TRUE,FALSE,Westkreuz,S Ringbahn,148,8.99,1529,459,1987,12.22,TRUE,3,2146,2025,12
R000111,12/12/2024,Marzahn,Marzahn-Hellersdorf,low,52.55067,13.55319,2_room,2,65.4,4,4,new_post_2010,A,hinterhaus,modernisiert,TRUE,TRUE,FALSE,Jungfernheide U,U7,215,12.47,470,226,696,7.18,FALSE,2,751,2024,12
R000112,5/23/2023,Hermsdorf,Reinickendorf,medium,52.61791,13.30332,2_room,2,70.3,1,5,new_post_2010,C,hinterhaus,modernisiert,TRUE,FALSE,FALSE,Jungfernheide U,U7,112,12.37,1013,326,1339,14.41,TRUE,3,1446,2023,5
R000113,1/9/2023,Malchow,Lichtenberg,low,52.56974,13.47128,1_room,1,21.7,0,6,altbau_pre_1949,H,hinterhaus,renoviert,FALSE,TRUE,FALSE,Boddinstraße,U8,133,8.68,137,88,225,6.34,FALSE,3,243,2023,1
R000114,8/21/2022,Haselhorst,Spandau,low,52.53814,13.22834,1_room,1,20,1,5,post_war_1949_1990,F,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Bismarckstraße,U7,74,10.39,136,86,223,6.81,FALSE,2,241,2022,8
R000115,2/27/2020,Siemensstadt,Spandau,low,52.55146,13.25111,2_room,2,77.5,3,4,modern_1990_2010,D,seitenflügel,modernisiert,TRUE,TRUE,FALSE,Siemensdamm,U7,9,9.41,661,282,944,8.53,TRUE,2,1019,2020,2
R000116,6/18/2020,Wedding,Mitte,medium,52.54574,13.36218,1_room,1,45.5,3,3,new_post_2010,C,vorderhaus,renoviert,FALSE,FALSE,FALSE,Jungfernheide U,U7,51,3.44,664,171,835,14.58,FALSE,3,902,2020,6
R000117,5/24/2023,Wittenau,Reinickendorf,low,52.58898,13.31093,2_room,2,45.5,4,8,modern_1990_2010,F,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Wittenau U,U8,3,9.26,648,221,869,14.25,FALSE,1,939,2023,5
R000118,8/8/2021,Französisch Buchholz,Pankow,medium,52.59894,13.42836,1_room,1,34.5,3,3,altbau_pre_1949,F,gartenhaus,modernisiert,FALSE,TRUE,FALSE,Pankow U2,U2,48,9.81,366,134,500,10.61,FALSE,3,540,2021,8
R000119,5/29/2023,Adlershof,Treptow-Köpenick,medium,52.42706,13.55516,1_room,1,20.7,4,4,post_war_1949_1990,E,seitenflügel,renoviert,TRUE,FALSE,FALSE,Jungfernheide S,S Ringbahn,244,15.59,166,86,252,7.99,FALSE,3,272,2023,5
R000120,9/2/2022,Siemensstadt,Spandau,low,52.53635,13.23891,2_room,2,45.8,1,6,modern_1990_2010,D,seitenflügel,modernisiert,TRUE,FALSE,TRUE,Tempelhof S,S Ringbahn,142,9.65,412,221,634,9,FALSE,3,684,2022,9
R000121,10/21/2023,Halensee,Charlottenburg-Wilmersdorf,high,52.49984,13.29848,5_room_plus,5,250.7,5,6,altbau_pre_1949,G,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Halensee S,S Ringbahn,2,5.67,5482,1138,6620,21.87,TRUE,3,7149,2023,10
R000122,12/25/2025,Grunewald,Charlottenburg-Wilmersdorf,high,52.49234,13.26429,4_room,4,118.4,3,4,post_war_1949_1990,B,hinterhaus,modernisiert,FALSE,TRUE,FALSE,Zoologischer Garten,U2,71,8.13,2213,469,2682,18.69,TRUE,3,2897,2025,12
R000123,7/18/2022,Waidmannslust,Reinickendorf,low,52.59853,13.34247,2_room,2,59.4,5,5,altbau_pre_1949,G,gartenhaus,kernsaniert,FALSE,TRUE,FALSE,Karl-Bonhoeffer-Nervenklinik,U8,17,9.45,601,296,897,10.13,FALSE,3,969,2022,7
R000124,6/5/2024,Konradshöhe,Reinickendorf,medium,52.60515,13.2174,3_room,3,98.9,8,8,new_post_2010,A_plus,gartenhaus,saniert,TRUE,TRUE,FALSE,Klosterstraße,U2,195,14.66,1554,260,1814,15.71,FALSE,2,1959,2024,6
R000125,2/2/2021,Konradshöhe,Reinickendorf,medium,52.60442,13.22288,2_room,2,82.2,4,4,modern_1990_2010,F,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Hermannstraße S,S Ringbahn,251,14.34,554,276,830,6.74,FALSE,2,896,2021,2
R000126,8/28/2024,Wannsee,Steglitz-Zehlendorf,high,52.42061,13.1561,2_room,2,54.2,2,4,post_war_1949_1990,A,vorderhaus,saniert,TRUE,FALSE,FALSE,Wannsee,S1,2,18.4,1510,203,1713,27.88,FALSE,1,1851,2024,8
R000127,2/17/2025,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.4853,13.31377,2_room,2,46.7,3,3,new_post_2010,B,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Hohenzollerndamm S,S Ringbahn,1,5.53,1501,160,1661,32.14,FALSE,3,1794,2025,2
R000128,7/19/2021,Friedenau,Tempelhof-Schöneberg,high,52.47235,13.31975,1_room,1,40.2,3,4,post_war_1949_1990,A,gartenhaus,modernisiert,FALSE,FALSE,TRUE,Friedenau S,S1,2,6.27,594,145,739,14.78,FALSE,1,798,2021,7
R000129,8/5/2020,Rudow,Neukölln,low,52.41028,13.49223,3_room,3,119.7,4,6,post_war_1949_1990,G,vorderhaus,modernisiert,FALSE,FALSE,TRUE,Rudow,U7,1,14.11,831,302,1133,6.94,TRUE,3,1223,2020,8
R000130,10/1/2023,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.48583,13.32557,5_room_plus,5,230.9,5,5,post_war_1949_1990,G,hinterhaus,saniert,FALSE,TRUE,FALSE,Bundesplatz,S Ringbahn,21,4.89,2860,869,3730,12.39,TRUE,3,4028,2023,10
R000131,8/21/2023,Köpenick (Ort),Treptow-Köpenick,medium,52.4254,13.58008,1_room,1,29.8,3,3,altbau_pre_1949,D,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Ostkreuz,S Ringbahn,114,17.03,445,124,569,14.93,FALSE,3,615,2023,8
R000132,10/1/2022,Wannsee,Steglitz-Zehlendorf,high,52.42244,13.16615,2_room,2,53.1,2,4,post_war_1949_1990,B,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Wannsee,S1,0,17.73,832,182,1015,15.68,TRUE,3,1096,2022,10
R000133,3/12/2020,Lübars,Reinickendorf,medium,52.61404,13.3634,2_room,2,64.8,3,3,post_war_1949_1990,F,hinterhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Wittenau U,U8,39,10.91,497,184,681,7.67,FALSE,3,735,2020,3
R000134,4/11/2022,Karlshorst,Lichtenberg,medium,52.46936,13.53442,2_room,2,38.4,0,5,altbau_pre_1949,E,vorderhaus,renoviert,FALSE,TRUE,FALSE,Storkower Straße,S Ringbahn,70,11.82,327,117,444,8.51,TRUE,3,479,2022,4
R000135,4/29/2020,Biesdorf,Marzahn-Hellersdorf,low,52.50492,13.53727,1_room,1,30.5,4,4,post_war_1949_1990,D,vorderhaus,renoviert,FALSE,FALSE,FALSE,Neukölln S,S Ringbahn,104,10.87,188,114,301,6.14,FALSE,1,325,2020,4
R000136,1/14/2021,Wittenau,Reinickendorf,low,52.58803,13.3313,1_room,1,43.6,2,4,post_war_1949_1990,F,seitenflügel,renovierungsbedürftig,TRUE,FALSE,TRUE,Rathaus Reinickendorf,U8,17,8.57,204,158,362,4.68,FALSE,3,391,2021,1
R000137,10/21/2022,Schmöckwitz,Treptow-Köpenick,medium,52.3738,13.63291,3_room,3,62.5,0,5,post_war_1949_1990,B,vorderhaus,renovierungsbedürftig,TRUE,FALSE,FALSE,Görlitzer Bahnhof,U1,246,23.46,633,259,892,10.12,FALSE,2,963,2022,10
R000138,7/8/2023,Hansaviertel,Mitte,high,52.52809,13.3446,4_room,4,66.9,1,4,altbau_pre_1949,F,seitenflügel,renoviert,FALSE,TRUE,TRUE,Zoologischer Garten,U2,22,2.6,1600,232,1831,23.91,FALSE,2,1978,2023,7
R000139,4/11/2021,Kreuzberg,Friedrichshain-Kreuzberg,high,52.5067,13.42272,3_room,3,86,5,6,altbau_pre_1949,G,seitenflügel,modernisiert,FALSE,TRUE,FALSE,Südkreuz,S Ringbahn,49,3.23,938,288,1227,10.91,FALSE,3,1325,2021,4
R000140,1/1/2026,Borsigwalde,Reinickendorf,low,52.58589,13.29034,1_room,1,40,4,4,post_war_1949_1990,D,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Paracelsus-Bad,U8,54,9.73,510,128,638,12.74,TRUE,1,689,2026,1
R000141,7/6/2022,Lankwitz,Steglitz-Zehlendorf,medium,52.43516,13.35997,3_room,3,52.7,0,3,post_war_1949_1990,G,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Schlachtensee,S1,105,9.1,451,199,650,8.56,FALSE,2,702,2022,7
R000142,9/15/2023,Kreuzberg,Friedrichshain-Kreuzberg,high,52.50396,13.4071,2_room,2,40.2,4,6,modern_1990_2010,C,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Prinzenstraße,U1,6,2.42,866,180,1045,21.55,TRUE,3,1129,2023,9
R000143,9/24/2022,Siemensstadt,Spandau,low,52.54081,13.26729,3_room,3,105.7,6,6,modern_1990_2010,C,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Zoologischer Garten,U2,78,7.95,1110,537,1646,10.5,FALSE,3,1778,2022,9
R000144,7/8/2023,Konradshöhe,Reinickendorf,medium,52.6013,13.21974,2_room,2,75.6,0,5,post_war_1949_1990,C,vorderhaus,renoviert,TRUE,TRUE,FALSE,Rathaus Reinickendorf,U8,100,14.26,1039,296,1335,13.75,FALSE,3,1442,2023,7
R000145,2/10/2022,Plänterwald,Treptow-Köpenick,medium,52.48477,13.47751,4_room,4,125.8,3,5,modern_1990_2010,D,vorderhaus,renovierungsbedürftig,FALSE,TRUE,TRUE,Wutzkyallee,U7,85,7.61,1448,473,1920,11.5,TRUE,3,2074,2022,2
R000146,11/7/2020,Tiergarten,Mitte,high,52.50927,13.34994,3_room,3,95.5,1,5,modern_1990_2010,B,seitenflügel,modernisiert,TRUE,FALSE,FALSE,Hackescher Markt,Stadtbahn,46,2.03,1512,287,1799,15.83,FALSE,2,1943,2020,11
R000147,12/27/2020,Mahlsdorf,Marzahn-Hellersdorf,low,52.50135,13.62651,5_room_plus,5,158,5,5,post_war_1949_1990,E,hinterhaus,renoviert,FALSE,TRUE,TRUE,Wittenbergplatz,U1,231,16.92,710,464,1174,4.49,FALSE,3,1268,2020,12
R000148,1/12/2022,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47719,13.28778,3_room,3,96.1,0,4,altbau_pre_1949,G,vorderhaus,modernisiert,FALSE,TRUE,TRUE,Tiergarten S,Stadtbahn,71,7.48,1453,269,1722,15.11,FALSE,3,1860,2022,1
R000149,11/22/2023,Plänterwald,Treptow-Köpenick,medium,52.4865,13.48571,3_room,3,81.7,2,6,post_war_1949_1990,G,hinterhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Neukölln,U7,41,8.03,600,328,928,7.34,TRUE,3,1002,2023,11
R000150,11/15/2025,Friedrichshagen,Treptow-Köpenick,medium,52.46309,13.61296,3_room,3,87,1,4,altbau_pre_1949,G,gartenhaus,modernisiert,FALSE,TRUE,FALSE,Potsdamer Platz,U2,221,16.99,934,296,1229,10.74,TRUE,3,1327,2025,11
R000151,6/2/2020,Wannsee,Steglitz-Zehlendorf,high,52.40764,13.1658,3_room,3,85.3,2,4,altbau_pre_1949,F,vorderhaus,saniert,FALSE,FALSE,FALSE,Wannsee,S1,0,18.76,1505,233,1738,17.64,FALSE,2,1877,2020,6
R000152,6/2/2023,Heiligensee,Reinickendorf,medium,52.63125,13.24422,4_room,4,143.4,0,6,post_war_1949_1990,D,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Anhalter Bahnhof,S1,197,15.64,1147,690,1837,8,TRUE,3,1984,2023,6
R000153,7/16/2025,Borsigwalde,Reinickendorf,low,52.59638,13.27977,1_room,1,33.6,1,4,post_war_1949_1990,G,hinterhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Prinzenstraße,U1,149,11.1,241,86,326,7.16,TRUE,3,353,2025,7
R000154,9/29/2023,Gatow,Spandau,medium,52.47812,13.1815,1_room,1,49.4,6,6,post_war_1949_1990,E,seitenflügel,saniert,TRUE,TRUE,FALSE,Theodor-Heuss-Platz,U2,81,13.94,461,235,696,9.33,TRUE,2,752,2023,9
R000155,8/13/2021,Nikolassee,Steglitz-Zehlendorf,high,52.44112,13.20814,3_room,3,67.6,5,5,altbau_pre_1949,H,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Bülowstraße,U2,160,14.2,832,236,1067,12.29,FALSE,1,1153,2021,8
R000156,12/11/2023,Lübars,Reinickendorf,medium,52.6088,13.35302,1_room,1,42.3,5,8,modern_1990_2010,D,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Storkower Straße,S Ringbahn,150,10.42,480,157,637,11.34,TRUE,1,688,2023,12
R000157,11/3/2023,Hohenschönhausen,Lichtenberg,low,52.55904,13.49468,3_room,3,120.1,2,3,post_war_1949_1990,D,hinterhaus,kernsaniert,FALSE,TRUE,FALSE,Gneisenaustraße,U7,129,9.23,1050,562,1612,8.75,FALSE,3,1741,2023,11
R000158,4/26/2025,Karlshorst,Lichtenberg,medium,52.48954,13.50664,3_room,3,69,1,4,post_war_1949_1990,E,hinterhaus,kernsaniert,FALSE,TRUE,TRUE,Lipschitzallee,U7,91,9.22,461,256,717,6.68,FALSE,3,775,2025,4
R000159,12/2/2021,Buckow,Neukölln,low,52.43107,13.43953,1_room,1,46.3,1,5,post_war_1949_1990,F,vorderhaus,saniert,FALSE,FALSE,TRUE,Adenauerplatz,U7,146,10.36,390,161,550,8.42,FALSE,3,595,2021,12
R000160,4/19/2022,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51473,13.46255,3_room,3,118.5,1,3,modern_1990_2010,D,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Karl-Marx-Straße,U7,59,5.74,1720,316,2036,14.51,FALSE,2,2199,2022,4
R000161,3/31/2026,Pankow (Ort),Pankow,medium,52.5626,13.41039,2_room,2,70.5,2,4,altbau_pre_1949,F,hinterhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Pankow U2,U2,2,5.6,1233,220,1453,17.49,TRUE,3,1569,2026,3
R000162,8/15/2020,Kreuzberg,Friedrichshain-Kreuzberg,high,52.50838,13.3892,1_room,1,38.3,0,3,post_war_1949_1990,D,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Hermannplatz,U7,25,1.17,630,122,753,16.46,TRUE,3,813,2020,8
R000163,1/31/2025,Karlshorst,Lichtenberg,medium,52.49681,13.51573,4_room,4,88.1,4,5,new_post_2010,A,vorderhaus,kernsaniert,TRUE,FALSE,TRUE,Gneisenaustraße,U7,106,9.59,1566,256,1822,17.78,TRUE,2,1967,2025,1
R000164,3/29/2020,Biesdorf,Marzahn-Hellersdorf,low,52.49836,13.54416,2_room,2,50.7,4,4,post_war_1949_1990,E,gartenhaus,saniert,TRUE,FALSE,FALSE,Warschauer Straße,U1,83,11.44,232,127,360,4.58,FALSE,2,388,2020,3
R000165,9/22/2024,Hellersdorf,Marzahn-Hellersdorf,low,52.53489,13.61102,3_room,3,93.8,1,5,post_war_1949_1990,D,vorderhaus,saniert,FALSE,FALSE,TRUE,Berlin Hauptbahnhof,Stadtbahn,193,15.92,495,236,732,5.28,FALSE,3,790,2024,9
R000166,10/31/2023,Borsigwalde,Reinickendorf,low,52.58741,13.31145,2_room,2,65.5,4,5,post_war_1949_1990,F,seitenflügel,saniert,TRUE,TRUE,FALSE,Westhafen,S Ringbahn,77,9.09,471,257,728,7.19,FALSE,3,786,2023,10
R000167,12/13/2023,Plänterwald,Treptow-Köpenick,medium,52.49276,13.48062,1_room,1,42.9,2,6,altbau_pre_1949,G,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Moritzplatz,U8,63,7.44,557,156,713,12.98,FALSE,3,770,2023,12
R000168,1/29/2024,Staaken,Spandau,low,52.53044,13.1491,1_room,1,46.3,3,6,altbau_pre_1949,E,seitenflügel,modernisiert,FALSE,FALSE,FALSE,Kurfürstendamm,U1,163,15.55,419,151,570,9.06,TRUE,3,616,2024,1
R000169,9/2/2021,Mariendorf,Tempelhof-Schöneberg,medium,52.43792,13.38892,3_room,3,121,5,8,altbau_pre_1949,E,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Berliner Straße,U7,84,8.75,1302,424,1726,10.76,TRUE,2,1864,2021,9
R000170,1/30/2023,Karow,Pankow,low,52.63113,13.47555,4_room,4,110.4,4,6,altbau_pre_1949,G,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Pankow U2,U2,83,14.38,1163,548,1711,10.53,TRUE,3,1848,2023,1
R000171,2/7/2020,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51505,13.31299,4_room,4,129.1,1,6,post_war_1949_1990,G,vorderhaus,saniert,FALSE,TRUE,FALSE,Yorckstraße,U7,67,4.38,1281,370,1651,9.93,FALSE,3,1784,2020,2
R000172,12/5/2022,Rummelsburg,Lichtenberg,medium,52.49745,13.49582,4_room,4,135.3,2,4,new_post_2010,B,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Frankfurter Allee,S Ringbahn,25,8.26,2581,553,3134,19.08,FALSE,3,3385,2022,12
R000173,10/14/2021,Frohnau,Reinickendorf,medium,52.6354,13.29192,1_room,1,45.7,1,4,new_post_2010,A,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Nollendorfplatz,U1,185,14.46,528,119,647,11.55,FALSE,3,699,2021,10
R000174,11/8/2022,Britz,Neukölln,low,52.44111,13.4457,1_room,1,24,0,6,post_war_1949_1990,E,vorderhaus,renoviert,TRUE,FALSE,FALSE,Parchimer Allee,U7,2,9.55,270,95,365,11.24,TRUE,3,394,2022,11
R000175,1/12/2024,Gropiusstadt,Neukölln,low,52.42447,13.4746,2_room,2,49.6,6,6,modern_1990_2010,B,hinterhaus,renoviert,TRUE,TRUE,FALSE,Johannisthaler Chaussee,U7,14,12.14,553,132,686,11.17,TRUE,2,741,2024,1
R000176,12/25/2020,Steglitz,Steglitz-Zehlendorf,medium,52.46046,13.33606,3_room,3,57.9,0,4,new_post_2010,A,gartenhaus,renoviert,FALSE,TRUE,FALSE,Frankfurter Allee,S Ringbahn,140,6.82,835,231,1066,14.42,TRUE,1,1151,2020,12
R000177,7/12/2025,Buckow,Neukölln,low,52.42816,13.43449,2_room,2,66.7,1,4,post_war_1949_1990,G,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Rudow,U7,44,10.53,601,244,845,9.01,FALSE,1,912,2025,7
R000178,12/5/2023,Reinickendorf (Ort),Reinickendorf,low,52.56257,13.33185,1_room,1,41.3,0,3,modern_1990_2010,C,vorderhaus,saniert,TRUE,TRUE,TRUE,Residenzstraße,U8,22,6.01,549,196,745,13.3,FALSE,1,804,2023,12
R000179,9/7/2024,Wannsee,Steglitz-Zehlendorf,high,52.42877,13.1567,3_room,3,83,3,4,new_post_2010,A_plus,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Zehlendorf S,S1,82,17.86,2681,274,2955,32.32,FALSE,3,3192,2024,9
R000180,11/10/2022,Staaken,Spandau,low,52.53849,13.13735,2_room,2,43.6,1,6,post_war_1949_1990,D,vorderhaus,renoviert,TRUE,FALSE,FALSE,Altstadt Spandau,U7,50,16.45,310,155,464,7.1,TRUE,1,501,2022,11
R000181,6/16/2020,Konradshöhe,Reinickendorf,medium,52.6005,13.22357,2_room,2,49.1,2,5,altbau_pre_1949,F,hinterhaus,saniert,FALSE,TRUE,FALSE,Adenauerplatz,U7,158,14.01,357,156,513,7.27,FALSE,1,554,2020,6
R000182,1/31/2026,Adlershof,Treptow-Köpenick,medium,52.44274,13.55494,1_room,1,36.4,2,4,altbau_pre_1949,G,vorderhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Schlesisches Tor,U1,122,14.53,441,122,563,12.12,TRUE,2,608,2026,1
R000183,2/29/2024,Tempelhof,Tempelhof-Schöneberg,medium,52.46991,13.37704,3_room,3,84,3,5,post_war_1949_1990,E,vorderhaus,modernisiert,FALSE,TRUE,TRUE,Altstadt Spandau,U7,178,5.16,1060,226,1286,12.62,TRUE,2,1388,2024,2
R000184,5/28/2020,Schöneberg,Tempelhof-Schöneberg,high,52.47709,13.36009,3_room,3,81.6,0,5,altbau_pre_1949,E,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Mehringdamm,U7,32,4.52,1328,218,1546,16.27,FALSE,2,1670,2020,5
R000185,1/4/2022,Haselhorst,Spandau,low,52.54951,13.22795,3_room,3,85.9,0,4,post_war_1949_1990,D,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Beusselstraße,S Ringbahn,84,10.78,487,273,759,5.66,FALSE,3,820,2022,1
R000186,1/19/2023,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.53365,13.28872,2_room,2,66.4,1,5,altbau_pre_1949,F,vorderhaus,saniert,FALSE,TRUE,TRUE,Jungfernheide U,U7,4,6.32,960,336,1296,14.47,FALSE,2,1400,2023,1
R000187,5/2/2024,Karow,Pankow,low,52.60732,13.46021,4_room,4,117.9,1,5,altbau_pre_1949,D,seitenflügel,saniert,FALSE,TRUE,FALSE,Karl-Marx-Straße,U7,194,11.56,1348,322,1670,11.44,FALSE,3,1804,2024,5
R000188,4/26/2022,Wartenberg,Lichtenberg,low,52.5916,13.50237,2_room,2,59.6,5,5,post_war_1949_1990,B,gartenhaus,kernsaniert,FALSE,TRUE,FALSE,Stadtmitte,U2,143,11.88,327,174,501,5.49,FALSE,2,541,2022,4
R000189,12/21/2024,Kladow,Spandau,medium,52.45429,13.14948,1_room,1,45.4,5,6,altbau_pre_1949,F,vorderhaus,saniert,FALSE,TRUE,FALSE,Karl-Marx-Straße,U7,246,16.92,592,126,718,13.05,FALSE,3,775,2024,12
R000190,9/24/2020,Friedrichsfelde,Lichtenberg,low,52.51258,13.5099,3_room,3,100.1,5,6,post_war_1949_1990,F,vorderhaus,saniert,TRUE,FALSE,FALSE,Jungfernheide S,S Ringbahn,185,8.96,593,371,963,5.92,FALSE,3,1040,2020,9
R000191,10/13/2022,Borsigwalde,Reinickendorf,low,52.59138,13.30229,1_room,1,48.4,4,4,modern_1990_2010,C,vorderhaus,saniert,TRUE,TRUE,TRUE,Jakob-Kaiser-Platz,U7,57,9.78,488,238,727,10.08,TRUE,2,785,2022,10
R000192,4/17/2021,Staaken,Spandau,low,52.53249,13.12918,2_room,2,73.4,0,4,post_war_1949_1990,E,gartenhaus,kernsaniert,FALSE,FALSE,FALSE,Zehlendorf S,S1,170,16.91,448,223,671,6.1,TRUE,3,724,2021,4
R000193,1/10/2023,Marienfelde,Tempelhof-Schöneberg,low,52.40795,13.38018,4_room,4,131.1,2,4,altbau_pre_1949,E,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Jannowitzbrücke,Stadtbahn,141,12.05,1162,595,1757,8.87,TRUE,3,1898,2023,1
R000194,2/1/2026,Köpenick (Ort),Treptow-Köpenick,medium,52.45847,13.58796,4_room,4,104.1,0,5,altbau_pre_1949,F,vorderhaus,kernsaniert,FALSE,TRUE,TRUE,Zoologischer Garten,U2,216,15.62,1238,337,1575,11.89,FALSE,3,1701,2026,2
R000195,10/29/2024,Haselhorst,Spandau,low,52.54762,13.2069,2_room,2,40.1,3,3,post_war_1949_1990,E,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Nikolassee,S1,153,12.07,302,142,444,7.53,TRUE,3,479,2024,10
